Cell Line HMS LINCS ID,Cell Line Name,Protein HMS LINCS ID,Protein Name,Ligand Concentration,Conc unit,Measured pAkt:10min (a.u.),Measured pAkt:30min (a.u.),Measured pAkt:90min (a.u.),Measured pErk:10min (a.u.),Measured pErk:30min (a.u.),Measured pErk:90min (a.u.),Measured LigRespELISA pAKT (a.u.),Measured LigRespELISA pERK (a.u.)
50057,SK-BR-3,200858,HGF,100,ng/ml,12369.034,12337.719,9658.099,23976.675,6856.122,4853.739,,
50058,MDA-MB-231,200858,HGF,1,ng/ml,1594.034,547.073,547.073,1610.316,1607.124,31.585,,
50058,MDA-MB-231,200858,HGF,100,ng/ml,7582.798,2885.851,3471.789,15611.964,13554.945,8613.135,,
50091,AU565,200858,HGF,1,ng/ml,8534.873,7554.995,10227.236,12676.781,10432.909,9286.93,,
50091,AU565,200858,HGF,100,ng/ml,15609.77,15024.358,15321.311,40834.598,22351.963,21520.231,,
50105,BT-20,200858,HGF,1,ng/ml,6935.921,8184.731,9077.715,554.95,1782.331,1336.999,,
50105,BT-20,200858,HGF,100,ng/ml,18210.42,17582.09,17194.641,27642.244,24111.817,17328.152,,
50106,BT-474,200858,HGF,1,ng/ml,19149.197,18526.096,22975.66,9972.846,8753.254,9899.021,,
50106,BT-474,200858,HGF,100,ng/ml,25777.106,21101.163,22307.469,20960.874,13305.688,11892.763,,
50107,BT-483,200858,HGF,1,ng/ml,3178.23,1656.625,2264.227,1734.104,281.972,281.972,,
50107,BT-483,200858,HGF,100,ng/ml,1934.276,1036.161,2517.686,281.972,281.972,281.972,,
50108,BT-549,200858,HGF,1,ng/ml,12109.446,12497.448,12906.19,2840.632,3184.298,3464.361,,
50108,BT-549,200858,HGF,100,ng/ml,34419.267,31790.519,29626.474,24980.841,24018.686,14803.372,,
50131,CAMA-1,200858,HGF,1,ng/ml,5558.401,3925.393,4777.848,70.213,70.213,70.213,,
50131,CAMA-1,200858,HGF,100,ng/ml,4307.684,3743.407,4808.166,70.213,70.213,70.213,,
50206,HCC1395,200858,HGF,1,ng/ml,10779.622,10659.686,12120.183,2294.372,2294.372,2294.372,,
50206,HCC1395,200858,HGF,100,ng/ml,18153.861,21027.699,16972.573,10294.363,2294.372,2294.372,,
50207,HCC1419,200858,HGF,1,ng/ml,18903.299,18346.354,25433.99,24037.178,24175.296,26443.443,,
50207,HCC1419,200858,HGF,100,ng/ml,22618.347,19132.165,27185.51,28330.923,27982.475,25230.133,,
50208,HCC1428,200858,HGF,1,ng/ml,1040.119,1040.119,1679.276,103.861,103.861,103.861,,
50208,HCC1428,200858,HGF,100,ng/ml,1040.119,1040.119,1703.016,103.861,103.861,379.156,,
50210,HCC1569,200858,HGF,1,ng/ml,16621.152,16704.714,19928.128,5313.353,5676.24,6348.657,,
50210,HCC1569,200858,HGF,100,ng/ml,36147.324,34474.609,57001.548,31652.967,23263.059,18698.847,,
50211,HCC1806,200858,HGF,1,ng/ml,7286.12,6991.034,7739.702,6172.332,6553.215,7384.261,,
50211,HCC1806,200858,HGF,100,ng/ml,23457.256,29377.848,31732.597,52334.443,53665.296,43699.039,,
50212,HCC1937,200858,HGF,1,ng/ml,1973.226,1722.305,2833.565,1550.24,1555.402,1156.987,,
50212,HCC1937,200858,HGF,100,ng/ml,14984.753,12393.988,14973.921,42667.411,29732.622,20090.113,,
50213,HCC1954,200858,HGF,1,ng/ml,4197.785,2918.43,5582.634,13238.104,9213.051,11188.712,,
50213,HCC1954,200858,HGF,100,ng/ml,4387.877,3519.595,5034.469,22533.231,15694.311,12113.583,,
50214,HCC202,200858,HGF,1,ng/ml,39220.028,51958.096,53152.637,4966.891,5562.82,5654.519,,
50214,HCC202,200858,HGF,100,ng/ml,55051.122,57419.465,54929.267,40035.969,39091.171,20882.613,,
50216,HCC38,200858,HGF,1,ng/ml,2708.421,3444.457,3957.456,1370.159,2393.035,1811.217,,
50216,HCC38,200858,HGF,100,ng/ml,13845.793,8425.184,6572.512,34214.364,11878.539,3162.459,,
50219,HCC70,200858,HGF,1,ng/ml,11673.174,15595.103,16800.003,389.868,389.868,629.037,,
50219,HCC70,200858,HGF,100,ng/ml,43397.136,56481.523,59613.951,21381.128,9553.08,6899.171,,
50238,Hs 578T,200858,HGF,1,ng/ml,4878.353,5064.265,4602.217,4172.705,5261.586,5558.133,,
50238,Hs 578T,200858,HGF,100,ng/ml,45005.921,52384.049,31940.104,40933.447,39170.944,15880.292,,
50327,MDA-MB-134-VI,200858,HGF,1,ng/ml,842.221,842.221,842.221,1407.067,1174.988,1172.475,,
50327,MDA-MB-134-VI,200858,HGF,100,ng/ml,842.221,842.221,842.221,1210.775,1033.694,2221.26,,
50328,MDA-MB-157,200858,HGF,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200858,HGF,100,ng/ml,1069.932,1069.932,1069.932,2255.726,577.64,252.457,,
50329,MDA-MB-175-VII,200858,HGF,1,ng/ml,12805.432,13176.663,14097.186,24011.891,25479.54,25078.594,,
50329,MDA-MB-175-VII,200858,HGF,100,ng/ml,12822.128,16112.804,15207.604,23567.519,24968.863,26100.763,,
50331,MDA-MB-361,200858,HGF,1,ng/ml,2116.643,1567.352,751.209,166.17,166.17,166.17,,
50331,MDA-MB-361,200858,HGF,100,ng/ml,1567.25,751.209,1604.297,166.17,166.17,166.17,,
50332,MDA-MB-415,200858,HGF,1,ng/ml,23075.696,29711.725,32530.882,43.437,43.437,43.437,,
50332,MDA-MB-415,200858,HGF,100,ng/ml,29641.99,35984.994,32790.801,3456.381,1384.387,463.467,,
50333,MDA-MB-436,200858,HGF,1,ng/ml,4569.344,2972.415,4650.631,2360.487,4067.775,3768.065,,
50333,MDA-MB-436,200858,HGF,100,ng/ml,7423.807,8313.552,15769.269,16295.966,20249.906,19489.996,,
50334,MDA-MB-453,200858,HGF,1,ng/ml,5650.958,5630.816,6186.451,1460.546,1418.19,2052.714,,
50334,MDA-MB-453,200858,HGF,100,ng/ml,5844.63,5578.344,7565.217,1635.674,1830.503,3003.748,,
50335,MDA-MB-468,200858,HGF,1,ng/ml,17519.504,22732.392,27085.03,7434.966,6688.899,4906.421,,
50335,MDA-MB-468,200858,HGF,100,ng/ml,50685.584,56449.805,63945.867,48789.06,41602.8,20600.977,,
50541,T47D,200858,HGF,1,ng/ml,6061.375,5831.176,6118.993,1362.42,1258.612,1576.642,,
50541,T47D,200858,HGF,100,ng/ml,5838.288,5841.889,6731.987,2795.335,1961.401,1933.06,,
50556,UACC-812,200858,HGF,1,ng/ml,3250.953,4204.531,4126.367,24874.261,26346.169,27651.322,,
50556,UACC-812,200858,HGF,100,ng/ml,3360.539,4267.671,3978.19,25700.248,26406.345,27183.75,,
50557,UACC-893,200858,HGF,1,ng/ml,24694.191,26018.486,26635.136,2073.098,2073.098,2073.098,,
50557,UACC-893,200858,HGF,100,ng/ml,25432.952,25787.416,28120.035,3169.64,2073.098,2073.098,,
50574,ZR-75-1,200858,HGF,1,ng/ml,4366.395,2742.145,4292.108,1129.587,147.969,639.862,,
50574,ZR-75-1,200858,HGF,100,ng/ml,6656.6,4041.428,3635.038,6062.591,1270.357,618.58,,
50575,ZR-75-30,200858,HGF,1,ng/ml,6560.566,5936.819,7068.024,15977.54,16031.611,17605.621,,
50575,ZR-75-30,200858,HGF,100,ng/ml,8452.41,6848.487,7839.755,21151.274,17087.559,17557.358,,
50576,184B5,200858,HGF,1,ng/ml,4927.987,5697.897,4692.133,11976.242,13243.293,9781.067,,
50576,184B5,200858,HGF,100,ng/ml,36577.006,27328.697,24089.328,46444.11,51674.978,32668.601,,
50578,HCC1187,200858,HGF,1,ng/ml,14678.495,15151.658,17344.158,248.314,248.314,248.314,,
50578,HCC1187,200858,HGF,100,ng/ml,18623.304,15872.815,16429.254,3960.563,2371.173,1502.448,,
50579,HCC1500,200858,HGF,1,ng/ml,1244.241,1244.241,2638.45,3077.164,3077.164,3077.164,,
50579,HCC1500,200858,HGF,100,ng/ml,1244.241,1244.241,2927.704,3077.164,3077.164,3077.164,,
50583,MCF 10A,200858,HGF,1,ng/ml,4494.035,2372.419,4108.986,3364.103,2296.63,2435.542,,
50583,MCF 10A,200858,HGF,100,ng/ml,32256.608,18540.79,9517.192,22716.519,17935.848,9179.794,,
50584,MCF 10F,200858,HGF,1,ng/ml,2613.203,2154.165,1762.52,407.425,407.425,407.425,,
50584,MCF 10F,200858,HGF,100,ng/ml,13973.17,9249.765,6473.419,28760.853,20666.02,17621.798,,
51089,MCF12A,200858,HGF,1,ng/ml,2131.556,1065.124,1225.676,6428.944,7545.541,10024.064,,
51089,MCF12A,200858,HGF,100,ng/ml,4645.106,3258.127,2103.119,24253.655,23754.106,21893.627,,
50029,MCF7,200853,HRG,1,ng/ml,6219.05,8011.875,13007.719,42413.506,41424.066,20176.478,,
50029,MCF7,200853,HRG,100,ng/ml,45917,47213.252,17808.311,84643.54,84276.915,17882.04,,
50057,SK-BR-3,200853,HRG,1,ng/ml,38471.619,50741.61,53391.351,32072.964,35651.349,24863.598,,
50057,SK-BR-3,200853,HRG,100,ng/ml,60432.189,58207.544,56590.273,41439.13,36059.485,23706.801,,
50058,MDA-MB-231,200853,HRG,1,ng/ml,3021.817,2475.422,1665.863,1018.868,1084.515,369.997,,
50058,MDA-MB-231,200853,HRG,100,ng/ml,11547.03,5419.719,2453.606,10791.942,3535.209,1246.273,,
50091,AU565,200853,HRG,1,ng/ml,20985.963,33276.458,35399.98,27270.857,30541.718,27729.295,,
50091,AU565,200853,HRG,100,ng/ml,42136.813,58667.444,41876.44,43491.769,43440.802,26300.265,,
50105,BT-20,200853,HRG,1,ng/ml,15038.493,17427.671,17200.696,8824.64,10370.163,8439.599,,
50105,BT-20,200853,HRG,100,ng/ml,19097.797,20425.554,19616.676,22477.05,16385.925,13689.806,,
50106,BT-474,200853,HRG,1,ng/ml,35979.122,50649.443,74308.422,27325.45,27124.36,32840.025,,
50106,BT-474,200853,HRG,100,ng/ml,86971.851,106298.631,102126.475,50809.109,47445.085,34537.959,,
50107,BT-483,200853,HRG,1,ng/ml,5207.838,5521.319,9383.22,22309.529,22901.235,27581.466,,
50107,BT-483,200853,HRG,100,ng/ml,12904.386,18321.439,16192.407,49571.089,44655.804,35973.355,,
50108,BT-549,200853,HRG,1,ng/ml,9570.019,9725.963,9603.771,2789.058,1599.287,1649.987,,
50108,BT-549,200853,HRG,100,ng/ml,10950.234,11215.359,10891.339,2169.179,1731.457,1751.785,,
50131,CAMA-1,200853,HRG,1,ng/ml,8537.779,12283.362,12097.729,19853.82,18271.884,34726.986,,
50131,CAMA-1,200853,HRG,100,ng/ml,13615.222,16568.742,11763.669,48364.643,39557.61,44913.867,,
50206,HCC1395,200853,HRG,1,ng/ml,13280.969,10643.926,10242.219,2294.372,2294.372,2294.372,,
50206,HCC1395,200853,HRG,100,ng/ml,13028.797,12409.514,11088.686,2294.372,2294.372,2294.372,,
50207,HCC1419,200853,HRG,1,ng/ml,51353.852,55664.43,54205.842,36039.16,43746.866,52422.773,,
50207,HCC1419,200853,HRG,100,ng/ml,95496.83,96114.646,66498.748,60581.268,54586.833,53609.734,,
50208,HCC1428,200853,HRG,1,ng/ml,1040.119,1040.119,1040.119,12999.26,14018.789,12899.329,,
50208,HCC1428,200853,HRG,100,ng/ml,12493.655,10937.668,10397.67,45722.582,34523.208,29612.487,,
50210,HCC1569,200853,HRG,1,ng/ml,64319.78,66751.281,58279.871,28672.148,32178.885,27344.388,,
50210,HCC1569,200853,HRG,100,ng/ml,100576.617,97263.297,86002.804,49356.628,44286.949,31256.983,,
50211,HCC1806,200853,HRG,1,ng/ml,15548.528,17277.342,21759.587,11551.825,14679.542,14799.333,,
50211,HCC1806,200853,HRG,100,ng/ml,55418.133,51982.545,50771.32,33137.618,36320.229,20840.85,,
50212,HCC1937,200853,HRG,1,ng/ml,8195.197,7466.021,10161.952,3391.185,3090.727,2588.495,,
50212,HCC1937,200853,HRG,100,ng/ml,22766.795,20036.891,18412.518,23034.809,8181.418,5897.465,,
50213,HCC1954,200853,HRG,1,ng/ml,6091.731,8207.165,10421.934,27321.082,24859.456,23931.005,,
50213,HCC1954,200853,HRG,100,ng/ml,16730.982,14479.87,14082.123,41471.34,32912.466,27920.321,,
50214,HCC202,200853,HRG,1,ng/ml,71255.92,71241.829,75753.758,12496.877,13717.198,11692,,
50214,HCC202,200853,HRG,100,ng/ml,73916.994,76157.429,57128.521,22853.308,16113.379,10677.029,,
50216,HCC38,200853,HRG,1,ng/ml,10870.558,13871.088,19719.987,8372.421,8067.748,6026.014,,
50216,HCC38,200853,HRG,100,ng/ml,40358.247,40703.145,35854.818,37041.95,19028.783,10475.668,,
50219,HCC70,200853,HRG,1,ng/ml,35723.826,49102.137,55232.906,1115.476,2310.459,1884.33,,
50219,HCC70,200853,HRG,100,ng/ml,59700.867,64252.289,57917.795,18537.162,2776.236,2210.997,,
50238,Hs 578T,200853,HRG,1,ng/ml,4001.685,4046.982,3757.507,4504.127,3956.992,3837.048,,
50238,Hs 578T,200853,HRG,100,ng/ml,3997.702,3897.659,3602.164,4018.734,3364.859,3628.072,,
50327,MDA-MB-134-VI,200853,HRG,1,ng/ml,1329.972,842.221,1320.054,2493.256,2785.839,2711.99,,
50327,MDA-MB-134-VI,200853,HRG,100,ng/ml,2960.288,2275.172,2155.488,7079.367,4106.501,4156.172,,
50328,MDA-MB-157,200853,HRG,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200853,HRG,100,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50329,MDA-MB-175-VII,200853,HRG,1,ng/ml,12312.993,13314.778,13789.041,24497.27,26287.902,23155.119,,
50329,MDA-MB-175-VII,200853,HRG,100,ng/ml,16089.873,21588.386,28835.904,27280.49,26786.134,30126.633,,
50331,MDA-MB-361,200853,HRG,1,ng/ml,4689.264,7619.429,10280.393,4528.123,5955.721,3211.942,,
50331,MDA-MB-361,200853,HRG,100,ng/ml,10050.885,10580.737,10774.521,8235.348,5986.888,4690.836,,
50332,MDA-MB-415,200853,HRG,1,ng/ml,31755.252,49568.291,55034.836,7114.079,7620.871,10827.758,,
50332,MDA-MB-415,200853,HRG,100,ng/ml,55644.03,59591.515,66127.018,13419.064,17313.101,18176.927,,
50333,MDA-MB-436,200853,HRG,1,ng/ml,4014.893,4231.692,4017.251,2360.487,2360.487,2360.487,,
50333,MDA-MB-436,200853,HRG,100,ng/ml,3826.079,4832.475,3902.65,2360.487,2360.487,2360.487,,
50334,MDA-MB-453,200853,HRG,1,ng/ml,15106.534,17364.93,20905.307,8052.621,6598.965,5628.746,,
50334,MDA-MB-453,200853,HRG,100,ng/ml,30098.927,25863.024,22429.101,16440.15,10630.807,6131.859,,
50335,MDA-MB-468,200853,HRG,1,ng/ml,35403.749,38585.89,49708.366,6902.792,9040.524,7806.803,,
50335,MDA-MB-468,200853,HRG,100,ng/ml,61511.095,65493.419,68113.909,24575.431,14789.946,11815.291,,
50541,T47D,200853,HRG,1,ng/ml,30028.291,37908.091,50938.698,35100.979,32663.257,36855.485,,
50541,T47D,200853,HRG,100,ng/ml,45097.742,55344.983,58904.834,46986.015,39777.268,38771.214,,
50556,UACC-812,200853,HRG,1,ng/ml,4711.613,8204.138,15660.724,28652.132,32629.974,38513.805,,
50556,UACC-812,200853,HRG,100,ng/ml,24360.369,45649.287,55703.05,43780.453,55076.218,53464.329,,
50557,UACC-893,200853,HRG,1,ng/ml,34090.108,30432.232,32130.879,2073.098,2073.098,2073.098,,
50557,UACC-893,200853,HRG,100,ng/ml,36453.416,39466.2,23557.767,3180.277,3949.302,2073.098,,
50574,ZR-75-1,200853,HRG,1,ng/ml,83817.287,136789.744,45353.724,42622.345,41935.978,37996.428,,
50574,ZR-75-1,200853,HRG,100,ng/ml,90000,90000,120384.056,78130.455,67699.609,42213.298,,
50575,ZR-75-30,200853,HRG,1,ng/ml,27497.251,56991.357,91733.134,25402.491,30552.671,32349.991,,
50575,ZR-75-30,200853,HRG,100,ng/ml,68967.749,77353.296,97578.101,29841.847,28794.858,30650.325,,
50576,184B5,200853,HRG,1,ng/ml,6327.106,5959.072,4269.555,7534.125,7142.615,7817.214,,
50576,184B5,200853,HRG,100,ng/ml,18743.12,11202.403,8334.811,13736.617,12968.259,9532.127,,
50578,HCC1187,200853,HRG,1,ng/ml,18134.923,14849.696,19554.834,913.378,538.851,405.335,,
50578,HCC1187,200853,HRG,100,ng/ml,35203.59,23544.733,21269.521,10623.889,2413.021,561.486,,
50579,HCC1500,200853,HRG,1,ng/ml,1244.241,1878.877,2896.416,3077.164,3077.164,3077.164,,
50579,HCC1500,200853,HRG,100,ng/ml,5578.356,3526.172,3026.424,30626.038,9789.402,3077.164,,
50583,MCF 10A,200853,HRG,1,ng/ml,6638.293,3910.623,3244.334,3272.932,1808.457,1377.217,,
50583,MCF 10A,200853,HRG,100,ng/ml,25725.863,12282.599,9510.357,10386.962,2806.321,3718.373,,
50584,MCF 10F,200853,HRG,1,ng/ml,20948.868,25329.933,27844.769,5379.335,4895.174,3576.456,,
50584,MCF 10F,200853,HRG,100,ng/ml,46007.61,48083.255,44121.432,20162.667,11481.545,7728.425,,
51089,MCF12A,200853,HRG,1,ng/ml,2512.332,2543.1,2266.189,6882.609,6341.715,7136.215,,
51089,MCF12A,200853,HRG,100,ng/ml,2087.269,2578.623,1915.901,7177.721,5977.534,7844.098,,
50029,MCF7,200855,IGF-I,1,ng/ml,2387.788,1940.421,2254.333,248.778,248.778,248.778,,
50029,MCF7,200855,IGF-I,100,ng/ml,14912.071,14366.607,16930.889,19484.041,10037.613,8857.555,,
50057,SK-BR-3,200855,IGF-I,1,ng/ml,10102.245,7595.768,8738.492,2173.008,2173.008,2173.008,,
50057,SK-BR-3,200855,IGF-I,100,ng/ml,9312.333,8629.152,8437.48,2173.008,2173.008,2173.008,,
50058,MDA-MB-231,200855,IGF-I,1,ng/ml,1068.483,547.073,547.073,380.961,143.836,31.585,,
50058,MDA-MB-231,200855,IGF-I,100,ng/ml,8088.87,3599.475,2361.761,7264.978,2408.246,31.585,,
50091,AU565,200855,IGF-I,1,ng/ml,6808.421,7544.462,7802.456,8686.719,8210.828,5474.044,,
50091,AU565,200855,IGF-I,100,ng/ml,8047.426,7711.853,10448.875,9004.94,7542.826,7802.993,,
50105,BT-20,200855,IGF-I,1,ng/ml,6631.12,7613.481,7685.14,72.625,137.727,435.329,,
50105,BT-20,200855,IGF-I,100,ng/ml,10409.173,12592.235,13881.415,1356.964,1784.116,1235.194,,
50106,BT-474,200855,IGF-I,1,ng/ml,15809.078,15695.981,14960.804,7867.393,7273.52,7117.723,,
50106,BT-474,200855,IGF-I,100,ng/ml,14352.549,15603.017,16057.91,7369.835,6830.96,8008.105,,
50107,BT-483,200855,IGF-I,1,ng/ml,2872.099,1036.161,1558.222,281.972,281.972,281.972,,
50107,BT-483,200855,IGF-I,100,ng/ml,3125.149,2342.01,3060.534,281.972,281.972,281.972,,
50108,BT-549,200855,IGF-I,1,ng/ml,9554.366,9208.725,9721.658,2060.037,2347.087,1728.122,,
50108,BT-549,200855,IGF-I,100,ng/ml,21433.82,20185.874,22644.297,2505.977,2210.788,2794.457,,
50131,CAMA-1,200855,IGF-I,1,ng/ml,4174.255,2722.26,3487.573,70.213,70.213,70.213,,
50131,CAMA-1,200855,IGF-I,100,ng/ml,4726.049,5669.457,4866.693,70.213,797.415,70.213,,
50206,HCC1395,200855,IGF-I,1,ng/ml,9327.71,8200.881,8373.993,2294.372,2294.372,2294.372,,
50206,HCC1395,200855,IGF-I,100,ng/ml,17514.461,20895.975,22860.175,2294.372,2294.372,2294.372,,
50207,HCC1419,200855,IGF-I,1,ng/ml,19988.193,18736.583,24204.189,25083.304,26935.505,24275.45,,
50207,HCC1419,200855,IGF-I,100,ng/ml,21004.147,16649.155,31160.418,24533.735,24032.307,25410.367,,
50208,HCC1428,200855,IGF-I,1,ng/ml,1040.119,1040.119,1040.119,103.861,103.861,103.861,,
50208,HCC1428,200855,IGF-I,100,ng/ml,1040.119,1040.119,2360.303,878.63,103.861,103.861,,
50210,HCC1569,200855,IGF-I,1,ng/ml,21090.703,16768.931,24462.993,4660.049,3513.509,3800.264,,
50210,HCC1569,200855,IGF-I,100,ng/ml,38504.269,36491.75,59104.834,8722.329,4848.309,8241.517,,
50211,HCC1806,200855,IGF-I,1,ng/ml,9661.325,8801.009,8830.966,2649.338,2649.338,4413.347,,
50211,HCC1806,200855,IGF-I,100,ng/ml,49749.737,55089.923,57260.969,15998.749,19714.322,12295.552,,
50212,HCC1937,200855,IGF-I,1,ng/ml,3075.113,2114.138,2949.563,656.086,343.118,343.118,,
50212,HCC1937,200855,IGF-I,100,ng/ml,11228.489,9684.763,12253.273,4463.455,2756.571,1355.624,,
50213,HCC1954,200855,IGF-I,1,ng/ml,2598.92,2458.396,2521.49,4761.347,4907.295,5856.808,,
50213,HCC1954,200855,IGF-I,100,ng/ml,4057.362,5857.727,6144.933,6842.284,4208.456,7101.506,,
50214,HCC202,200855,IGF-I,1,ng/ml,54592.279,55310.909,61493.984,3078.146,3363.973,3905.694,,
50214,HCC202,200855,IGF-I,100,ng/ml,53092.801,50944.354,56861.292,3549.89,3284.346,4508.755,,
50216,HCC38,200855,IGF-I,1,ng/ml,3146.064,2761.249,3314.956,479.561,73.976,91.022,,
50216,HCC38,200855,IGF-I,100,ng/ml,8446.921,6171.098,6799.106,2138.681,1009.253,963.175,,
50219,HCC70,200855,IGF-I,1,ng/ml,8859.552,8742.915,8604.852,389.868,389.868,389.868,,
50219,HCC70,200855,IGF-I,100,ng/ml,10747.165,10643.488,10818.011,389.868,389.868,389.868,,
50238,Hs 578T,200855,IGF-I,1,ng/ml,2874.911,3111.863,2588.493,3296.534,3652.784,4606.71,,
50238,Hs 578T,200855,IGF-I,100,ng/ml,5150.598,9761.997,10525.562,3459.089,4072.816,6042.756,,
50327,MDA-MB-134-VI,200855,IGF-I,1,ng/ml,842.221,842.221,842.221,1095.813,677.137,976.422,,
50327,MDA-MB-134-VI,200855,IGF-I,100,ng/ml,842.221,1271.244,2058.092,2182.421,830.579,1632.624,,
50328,MDA-MB-157,200855,IGF-I,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200855,IGF-I,100,ng/ml,3930.23,3198.726,3012.372,768.856,252.457,2130.886,,
50329,MDA-MB-175-VII,200855,IGF-I,1,ng/ml,11225.4,11524.879,13175.923,22516.409,22182.904,21844.94,,
50329,MDA-MB-175-VII,200855,IGF-I,100,ng/ml,13017.519,14457.744,18389.647,23021.46,23574.455,23538.345,,
50331,MDA-MB-361,200855,IGF-I,1,ng/ml,1171.188,751.209,751.209,166.17,166.17,166.17,,
50331,MDA-MB-361,200855,IGF-I,100,ng/ml,4240.936,4078.296,6223.046,166.17,166.17,673.147,,
50332,MDA-MB-415,200855,IGF-I,1,ng/ml,33831.583,28232.814,30501.745,43.437,43.437,43.437,,
50332,MDA-MB-415,200855,IGF-I,100,ng/ml,29376.537,30353.723,32681.822,43.437,43.437,43.437,,
50333,MDA-MB-436,200855,IGF-I,1,ng/ml,7707.336,2864.477,4584.822,4164.312,2360.487,2360.487,,
50333,MDA-MB-436,200855,IGF-I,100,ng/ml,11735.278,9534.594,12654.443,7527.5,3799.435,3980.624,,
50334,MDA-MB-453,200855,IGF-I,1,ng/ml,5678.755,4725.1,4769.112,1721.071,592.265,1825.5,,
50334,MDA-MB-453,200855,IGF-I,100,ng/ml,5365.234,4660.845,7158.537,1131.574,1041.326,3055.226,,
50335,MDA-MB-468,200855,IGF-I,1,ng/ml,20231.628,20455.757,23428.786,3880.896,3519.364,3295.022,,
50335,MDA-MB-468,200855,IGF-I,100,ng/ml,35114.955,37669.658,42188.809,5050.323,4103.026,4254.22,,
50541,T47D,200855,IGF-I,1,ng/ml,6251.513,5513.291,5900.947,785.85,1011.239,1101.104,,
50541,T47D,200855,IGF-I,100,ng/ml,17623.372,17450.7,21335.638,4029.585,8921.435,4148.492,,
50556,UACC-812,200855,IGF-I,1,ng/ml,3014.694,4424.489,4259.619,22890.799,27783.543,28128.279,,
50556,UACC-812,200855,IGF-I,100,ng/ml,3556.734,4098.48,4775.048,26114.3,26822.789,31079.12,,
50557,UACC-893,200855,IGF-I,1,ng/ml,24740.384,26138.672,25120.296,2073.098,2073.098,2073.098,,
50557,UACC-893,200855,IGF-I,100,ng/ml,25287.745,24803.792,27970.444,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200855,IGF-I,1,ng/ml,3687.912,3424.56,3995.982,709.458,40.038,40.038,,
50574,ZR-75-1,200855,IGF-I,100,ng/ml,63585.608,57039.521,47402.392,17617.97,7023.078,5496.36,,
50575,ZR-75-30,200855,IGF-I,1,ng/ml,7265.619,6015.077,7511.608,18776.995,16523.778,19268.815,,
50575,ZR-75-30,200855,IGF-I,100,ng/ml,7589.622,6409.658,7088.747,19755.924,16198.625,19338.58,,
50576,184B5,200855,IGF-I,1,ng/ml,6146.035,4652.161,5152.375,7881.078,6781.695,6283.514,,
50576,184B5,200855,IGF-I,100,ng/ml,30932.596,26564.6,23296.407,22726.556,9513.514,8748.474,,
50578,HCC1187,200855,IGF-I,1,ng/ml,13433.025,13731.887,17260.037,248.314,248.314,248.314,,
50578,HCC1187,200855,IGF-I,100,ng/ml,28623.977,36014.646,49257.993,248.314,248.314,632.891,,
50579,HCC1500,200855,IGF-I,1,ng/ml,1870.569,1244.241,3039.263,3077.164,3077.164,3077.164,,
50579,HCC1500,200855,IGF-I,100,ng/ml,1244.241,1939.511,2828.337,3077.164,3077.164,3077.164,,
50583,MCF 10A,200855,IGF-I,1,ng/ml,5973.713,3602.327,4638.429,3457.146,939.355,1416.159,,
50583,MCF 10A,200855,IGF-I,100,ng/ml,30946.814,28686.357,18336.589,8858.15,10642.091,1650.815,,
50584,MCF 10F,200855,IGF-I,1,ng/ml,1990.024,1451.603,1470.208,407.425,407.425,407.425,,
50584,MCF 10F,200855,IGF-I,100,ng/ml,11406.756,6852.66,6225.243,4364.798,407.425,407.425,,
51089,MCF12A,200855,IGF-I,1,ng/ml,2202.415,1060.089,1520.3,6343.26,6756.45,8347.157,,
51089,MCF12A,200855,IGF-I,100,ng/ml,5244.987,4212.677,3807.007,6929.621,7667.804,11674.213,,
50029,MCF7,200856,IGF-II,1,ng/ml,1355.592,1371.119,1454.948,248.778,248.778,248.778,,
50029,MCF7,200856,IGF-II,100,ng/ml,9840.268,9416.717,14682.617,8386.259,3134.646,4932.924,,
50057,SK-BR-3,200856,IGF-II,1,ng/ml,9110.614,7919.745,8910.723,2173.008,2173.008,2173.008,,
50057,SK-BR-3,200856,IGF-II,100,ng/ml,8894.935,8175.35,8771.503,2173.008,2173.008,2173.008,,
50058,MDA-MB-231,200856,IGF-II,1,ng/ml,1551.764,547.073,1121.124,1297.486,125.799,31.585,,
50058,MDA-MB-231,200856,IGF-II,100,ng/ml,5483.416,2411.141,2435.587,4705.092,2293.225,31.585,,
50091,AU565,200856,IGF-II,1,ng/ml,7148.525,8223.423,8821.067,8909.066,9317.729,6927.911,,
50091,AU565,200856,IGF-II,100,ng/ml,8477.227,8291.489,10362.688,9445.561,7783.189,7180.461,,
50105,BT-20,200856,IGF-II,1,ng/ml,6421.079,6964.63,7458.053,309.871,367.153,443.956,,
50105,BT-20,200856,IGF-II,100,ng/ml,8050.609,8346.327,11195.734,1091.609,155.51,693.28,,
50106,BT-474,200856,IGF-II,1,ng/ml,13154.129,16348.121,19401.276,8382.492,7528.75,7493.085,,
50106,BT-474,200856,IGF-II,100,ng/ml,16401.098,16372.893,16198.47,8402.839,7589.868,8081.228,,
