Cell Line HMS LINCS ID,Cell Line Name,Protein HMS LINCS ID,Protein Name,Ligand Concentration,Conc unit,Measured pAkt:10min (a.u.),Measured pAkt:30min (a.u.),Measured pAkt:90min (a.u.),Measured pErk:10min (a.u.),Measured pErk:30min (a.u.),Measured pErk:90min (a.u.),Measured LigRespELISA pAKT (a.u.),Measured LigRespELISA pERK (a.u.)
50207,HCC1419,200857,PDGF-BB,1,ng/ml,17643.541,18893.953,24925.694,23177.155,19560.294,26613.718,,
50207,HCC1419,200857,PDGF-BB,100,ng/ml,26354.724,21799.145,30903.993,25184.707,24199.71,23904.554,,
50208,HCC1428,200857,PDGF-BB,1,ng/ml,1040.119,1040.119,1040.119,103.861,103.861,103.861,,
50208,HCC1428,200857,PDGF-BB,100,ng/ml,1040.119,1040.119,1040.119,103.861,103.861,103.861,,
50210,HCC1569,200857,PDGF-BB,1,ng/ml,15636.82,14808.021,15221.128,4489.213,3986.931,3685.109,,
50210,HCC1569,200857,PDGF-BB,100,ng/ml,15765.569,13924.949,29531.727,4667.089,3764.3,6355.092,,
50211,HCC1806,200857,PDGF-BB,1,ng/ml,6312.573,5791.422,5891.983,2649.338,2649.338,2649.338,,
50211,HCC1806,200857,PDGF-BB,100,ng/ml,6741.214,5527.877,6405.085,7690.429,4165.453,2649.338,,
50212,HCC1937,200857,PDGF-BB,1,ng/ml,804.541,804.541,2055.548,594.201,343.118,343.118,,
50212,HCC1937,200857,PDGF-BB,100,ng/ml,1497.89,804.541,2953.994,674.074,343.118,828.753,,
50213,HCC1954,200857,PDGF-BB,1,ng/ml,2967.291,3015.646,3951.162,8920.672,6267.718,5776.948,,
50213,HCC1954,200857,PDGF-BB,100,ng/ml,3043.812,5025.686,4840.845,9431.569,9102.582,8934.09,,
50214,HCC202,200857,PDGF-BB,1,ng/ml,51873.948,45262.989,55615.647,4276.678,3818.837,4288.913,,
50214,HCC202,200857,PDGF-BB,100,ng/ml,54252.81,56720.781,56512.892,5336.533,4166.986,4207.748,,
50216,HCC38,200857,PDGF-BB,1,ng/ml,3016.299,2442.041,2758.219,768.078,317.904,330.631,,
50216,HCC38,200857,PDGF-BB,100,ng/ml,2415.956,2562.979,3601.755,797.909,536.47,656.381,,
50219,HCC70,200857,PDGF-BB,1,ng/ml,9419.581,9936.929,10939.486,389.868,389.868,1333.71,,
50219,HCC70,200857,PDGF-BB,100,ng/ml,14553.667,12259.64,11307.885,595.621,1236.337,389.868,,
50238,Hs 578T,200857,PDGF-BB,1,ng/ml,10069.906,15627.632,13348.333,5201.691,6683.351,6306.816,,
50238,Hs 578T,200857,PDGF-BB,100,ng/ml,76158.017,80828.608,72417.172,53896.435,30576.298,14809.157,,
50327,MDA-MB-134-VI,200857,PDGF-BB,1,ng/ml,842.221,842.221,842.221,1348.599,1323.464,1132.019,,
50327,MDA-MB-134-VI,200857,PDGF-BB,100,ng/ml,842.221,842.221,842.221,1177.442,1045.842,1740.345,,
50328,MDA-MB-157,200857,PDGF-BB,1,ng/ml,3853.345,3982.249,8123.376,2204.406,1912.831,2668.83,,
50328,MDA-MB-157,200857,PDGF-BB,100,ng/ml,22301.969,26430.044,19380.334,17351.558,16160.042,5122.495,,
50329,MDA-MB-175-VII,200857,PDGF-BB,1,ng/ml,14305.363,13054.61,13117.063,22732.46,23542.221,22785.299,,
50329,MDA-MB-175-VII,200857,PDGF-BB,100,ng/ml,12023.024,13654.625,15169.878,23079.663,23187.207,27394.446,,
50331,MDA-MB-361,200857,PDGF-BB,1,ng/ml,1143.199,751.209,1139.128,166.17,166.17,166.17,,
50331,MDA-MB-361,200857,PDGF-BB,100,ng/ml,1559.209,751.209,1750.652,166.17,166.17,166.17,,
50332,MDA-MB-415,200857,PDGF-BB,1,ng/ml,21016.471,23722.122,34283.296,43.437,108.89,43.437,,
50332,MDA-MB-415,200857,PDGF-BB,100,ng/ml,25878.652,30311.661,29323.306,43.437,88.421,331.14,,
50333,MDA-MB-436,200857,PDGF-BB,1,ng/ml,2448.204,1764.289,2490.128,2360.487,2360.487,2360.487,,
50333,MDA-MB-436,200857,PDGF-BB,100,ng/ml,3419.953,1904.003,3999.005,2360.487,2360.487,2360.487,,
50334,MDA-MB-453,200857,PDGF-BB,1,ng/ml,5884.21,5546.619,6021.281,1691.199,1409.81,1854.968,,
50334,MDA-MB-453,200857,PDGF-BB,100,ng/ml,6058.142,5022.708,7694.03,1429.973,1671.036,3141.329,,
50335,MDA-MB-468,200857,PDGF-BB,1,ng/ml,19237.145,19849.771,18477.722,4725.655,4597.356,4854.535,,
50335,MDA-MB-468,200857,PDGF-BB,100,ng/ml,20075.432,20871.836,23898.905,5612.649,4011.082,4233.756,,
50541,T47D,200857,PDGF-BB,1,ng/ml,5355.923,5431.906,5881.591,1295.965,986.49,1379.681,,
50541,T47D,200857,PDGF-BB,100,ng/ml,5284.262,5100.516,6350.452,1569.549,1036.506,2569.728,,
50556,UACC-812,200857,PDGF-BB,1,ng/ml,3137.046,4110.852,3741.833,23745.494,27273.032,25923.346,,
50556,UACC-812,200857,PDGF-BB,100,ng/ml,3250.756,3721.899,3699.511,24596.478,26330.466,27571.947,,
50557,UACC-893,200857,PDGF-BB,1,ng/ml,25062.449,24971.881,26087.989,2073.098,2073.098,2073.098,,
50557,UACC-893,200857,PDGF-BB,100,ng/ml,23624.811,23795.574,26418.073,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200857,PDGF-BB,1,ng/ml,4017.54,3610.421,3663.441,631.11,40.038,73.364,,
50574,ZR-75-1,200857,PDGF-BB,100,ng/ml,3680.047,2498.31,2563.566,419.817,40.038,197.21,,
50575,ZR-75-30,200857,PDGF-BB,1,ng/ml,6663.082,6283.25,7414.334,16192.006,16194.607,16086.001,,
50575,ZR-75-30,200857,PDGF-BB,100,ng/ml,7491.982,6468.412,6630.779,17893.667,16404.797,16583.746,,
50576,184B5,200857,PDGF-BB,1,ng/ml,3886.87,4195.502,5211.14,9584.678,7177.006,7662.486,,
50576,184B5,200857,PDGF-BB,100,ng/ml,4976.082,4099.951,6839.503,9553.455,8798.552,8407.917,,
50578,HCC1187,200857,PDGF-BB,1,ng/ml,15495.187,15754.595,16944.548,248.314,248.314,248.314,,
50578,HCC1187,200857,PDGF-BB,100,ng/ml,19175.092,15591.426,14907.89,248.314,248.314,248.314,,
50579,HCC1500,200857,PDGF-BB,1,ng/ml,1244.241,1244.241,1244.241,3077.164,3077.164,3077.164,,
50579,HCC1500,200857,PDGF-BB,100,ng/ml,1244.241,1244.241,2026.363,3077.164,3077.164,3077.164,,
50583,MCF 10A,200857,PDGF-BB,1,ng/ml,4015.714,2672.598,3225.394,2377.128,1708.618,1600.808,,
50583,MCF 10A,200857,PDGF-BB,100,ng/ml,2945.863,1989.959,3146.363,2658.132,1055.877,2524.796,,
50584,MCF 10F,200857,PDGF-BB,1,ng/ml,1996.122,3169.919,1711.459,407.425,407.425,407.425,,
50584,MCF 10F,200857,PDGF-BB,100,ng/ml,2330.813,1748.36,2592.53,407.425,407.425,407.425,,
51089,MCF12A,200857,PDGF-BB,1,ng/ml,1214.395,2464.222,1065.403,6370.212,7717.295,8039.777,,
51089,MCF12A,200857,PDGF-BB,100,ng/ml,2460.026,687.146,1745.186,10132.288,8688.702,8505.71,,
50029,MCF7,200859,SCF,1,ng/ml,1789.424,889.109,889.109,248.778,248.778,248.778,,
50029,MCF7,200859,SCF,100,ng/ml,2056.334,2025.404,1410.778,248.778,248.778,248.778,,
50057,SK-BR-3,200859,SCF,1,ng/ml,8504.415,7940.621,8342.231,2173.008,2173.008,3325.46,,
50057,SK-BR-3,200859,SCF,100,ng/ml,8509.243,8577.222,8672.601,2173.008,2173.008,2173.008,,
50058,MDA-MB-231,200859,SCF,1,ng/ml,547.073,1116.402,976.248,1066.022,115.349,31.585,,
50058,MDA-MB-231,200859,SCF,100,ng/ml,547.073,547.073,1136.66,952.631,31.585,31.585,,
50091,AU565,200859,SCF,1,ng/ml,8252.19,8703.396,9201.376,9325.412,9067.663,7642.376,,
50091,AU565,200859,SCF,100,ng/ml,8517.772,8431.585,11127.949,9406.019,5651.219,6598.96,,
50105,BT-20,200859,SCF,1,ng/ml,7258.441,7951.252,8399.931,312.7,845.392,127.58,,
50105,BT-20,200859,SCF,100,ng/ml,8005.192,7821.168,8648.773,639.501,796.057,1022.461,,
50106,BT-474,200859,SCF,1,ng/ml,19358.691,16504.175,20635.415,7791.113,7611.657,7624.403,,
50106,BT-474,200859,SCF,100,ng/ml,16025.345,15808.429,19503.796,8021.241,6701.513,7443.816,,
50107,BT-483,200859,SCF,1,ng/ml,2669.679,2660.186,1631.82,281.972,281.972,281.972,,
50107,BT-483,200859,SCF,100,ng/ml,2129.382,1036.161,3023.786,281.972,281.972,281.972,,
50108,BT-549,200859,SCF,1,ng/ml,9162.353,9925.345,10109.465,2423.277,2309.052,2586.812,,
50108,BT-549,200859,SCF,100,ng/ml,9593.107,9487.253,10553.622,2691.588,2070.876,3126.213,,
50131,CAMA-1,200859,SCF,1,ng/ml,3615.814,3705.226,2768.547,70.213,70.213,70.213,,
50131,CAMA-1,200859,SCF,100,ng/ml,4336.948,3595.143,4484.239,536.628,70.213,70.213,,
50206,HCC1395,200859,SCF,1,ng/ml,9572.194,10079.87,10592.415,2294.372,2294.372,2294.372,,
50206,HCC1395,200859,SCF,100,ng/ml,9019.415,8947.146,10804.608,2294.372,2294.372,2294.372,,
50207,HCC1419,200859,SCF,1,ng/ml,19322.766,18868.47,24005.839,26257.34,23164.635,28502.853,,
50207,HCC1419,200859,SCF,100,ng/ml,18281.169,18899.065,25518.187,26252.438,27501.621,25434.687,,
50208,HCC1428,200859,SCF,1,ng/ml,1040.119,1040.119,1646.922,103.861,103.861,103.861,,
50208,HCC1428,200859,SCF,100,ng/ml,1040.119,1040.119,2128.017,103.861,103.861,171.005,,
50210,HCC1569,200859,SCF,1,ng/ml,15859.39,13693.296,12757.049,3899.172,3524.849,3541.191,,
50210,HCC1569,200859,SCF,100,ng/ml,16696.177,13121.288,29954.781,4530.879,3142.882,5488.999,,
50211,HCC1806,200859,SCF,1,ng/ml,6120.292,6113.166,5913.231,2649.338,2649.338,2649.338,,
50211,HCC1806,200859,SCF,100,ng/ml,6387.533,5575.254,5887.892,4560.813,2649.338,2649.338,,
50212,HCC1937,200859,SCF,1,ng/ml,1922.989,804.541,2035.263,343.118,343.118,343.118,,
50212,HCC1937,200859,SCF,100,ng/ml,1340.239,2078.59,2926.423,646.299,343.118,343.118,,
50213,HCC1954,200859,SCF,1,ng/ml,2404.185,2736.516,5744.661,5523.66,5303.143,5747.275,,
50213,HCC1954,200859,SCF,100,ng/ml,3964.386,3184.437,4804.704,4804.18,5999.82,5904.737,,
50214,HCC202,200859,SCF,1,ng/ml,47686.703,48711.262,48288.638,3561.308,3380.788,3871.409,,
50214,HCC202,200859,SCF,100,ng/ml,50314.932,49858.569,65368.354,3571.024,4426.086,4574.021,,
50216,HCC38,200859,SCF,1,ng/ml,2950.692,3225.635,3600.306,518.327,863.167,429.962,,
50216,HCC38,200859,SCF,100,ng/ml,7024.515,4353.469,4144.396,7261.362,550.641,549.783,,
50219,HCC70,200859,SCF,1,ng/ml,11628.247,13962.19,13316.627,389.868,389.868,389.868,,
50219,HCC70,200859,SCF,100,ng/ml,39390.191,34373.605,19902.365,1803.596,601.544,691.043,,
50238,Hs 578T,200859,SCF,1,ng/ml,3079.905,3391.519,3154.566,3509.668,3768.147,4301.848,,
50238,Hs 578T,200859,SCF,100,ng/ml,2780.056,2728.274,3332.697,3738.969,4308.43,5645.704,,
50327,MDA-MB-134-VI,200859,SCF,1,ng/ml,842.221,842.221,842.221,1009.456,1098.267,1065.172,,
50327,MDA-MB-134-VI,200859,SCF,100,ng/ml,842.221,842.221,1299.326,1150.99,1526.758,1369.425,,
50328,MDA-MB-157,200859,SCF,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200859,SCF,100,ng/ml,10257.582,2890.042,2326.884,14650.591,2540.934,466.893,,
50329,MDA-MB-175-VII,200859,SCF,1,ng/ml,12519.585,13641.944,14173.271,23573.698,25932.597,22922.251,,
50329,MDA-MB-175-VII,200859,SCF,100,ng/ml,11296.73,14478.139,15410.18,23646.327,22513.261,23621.32,,
50331,MDA-MB-361,200859,SCF,1,ng/ml,1132.513,1660.987,751.209,166.17,166.17,166.17,,
50331,MDA-MB-361,200859,SCF,100,ng/ml,751.209,1135.057,1269.505,166.17,166.17,166.17,,
50332,MDA-MB-415,200859,SCF,1,ng/ml,20733.408,27870.256,29229.018,43.437,43.437,43.437,,
50332,MDA-MB-415,200859,SCF,100,ng/ml,27041.495,33596.62,35816.243,1110.42,43.437,43.437,,
50333,MDA-MB-436,200859,SCF,1,ng/ml,3430.409,4092.285,2764.022,2360.487,2360.487,2360.487,,
50333,MDA-MB-436,200859,SCF,100,ng/ml,5641.036,2846.129,4376.122,4123.485,2360.487,3739.907,,
50334,MDA-MB-453,200859,SCF,1,ng/ml,4690.354,6597.16,5462.02,1204.508,1805.696,1718.953,,
50334,MDA-MB-453,200859,SCF,100,ng/ml,4764.58,5643.203,6518.403,1341.629,1479.087,2819.785,,
50335,MDA-MB-468,200859,SCF,1,ng/ml,18925.878,17996.876,18893.903,4508.424,3953.536,4005.821,,
50335,MDA-MB-468,200859,SCF,100,ng/ml,17535.338,18878.171,25447.581,4446.452,4118.7,4188.655,,
50541,T47D,200859,SCF,1,ng/ml,5232.766,5752.222,5431.816,1157.27,1351.705,974.374,,
50541,T47D,200859,SCF,100,ng/ml,4891.654,5169.027,6602.528,1088.745,748.558,1861.399,,
50556,UACC-812,200859,SCF,1,ng/ml,3093.447,4153.469,4377.453,24800.774,25384.802,27252.851,,
50556,UACC-812,200859,SCF,100,ng/ml,3066.149,4487.334,4759.631,24573.475,28057.216,30076.992,,
50557,UACC-893,200859,SCF,1,ng/ml,23176.999,26471.751,23885.714,2073.098,2073.098,2073.098,,
50557,UACC-893,200859,SCF,100,ng/ml,22790.457,24137.848,27876.562,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200859,SCF,1,ng/ml,3970.2,2446.31,3599.06,66.039,297.038,97.475,,
50574,ZR-75-1,200859,SCF,100,ng/ml,2754.671,2620.956,3373.288,304.259,40.038,40.038,,
50575,ZR-75-30,200859,SCF,1,ng/ml,7628.019,5932.187,7701.402,17605.389,14864.543,19091.629,,
50575,ZR-75-30,200859,SCF,100,ng/ml,8242.747,6409.536,7766.617,19753.988,15456.964,17970.945,,
50576,184B5,200859,SCF,1,ng/ml,3577.68,4466.472,4434.621,10383.113,8411.718,8658.094,,
50576,184B5,200859,SCF,100,ng/ml,5542.306,3176.84,6432.293,11193.434,8537.847,7942.257,,
50578,HCC1187,200859,SCF,1,ng/ml,16186.895,17623.011,20100.423,248.314,248.314,248.314,,
50578,HCC1187,200859,SCF,100,ng/ml,44476.483,28812.932,22907.696,14558.18,248.314,248.314,,
50579,HCC1500,200859,SCF,1,ng/ml,1244.241,1922.357,1244.241,3077.164,3077.164,3077.164,,
50579,HCC1500,200859,SCF,100,ng/ml,1244.241,1244.241,3126.33,3077.164,3077.164,3077.164,,
50583,MCF 10A,200859,SCF,1,ng/ml,4065.696,1687.644,10883.377,2970.541,1201.933,12923.397,,
50583,MCF 10A,200859,SCF,100,ng/ml,2700.793,2097.73,3012.079,2941.792,665.757,3159.547,,
50584,MCF 10F,200859,SCF,1,ng/ml,1541.529,1984.029,1939.065,407.425,407.425,407.425,,
50584,MCF 10F,200859,SCF,100,ng/ml,2219.387,599.698,1600.55,407.425,407.425,407.425,,
51089,MCF12A,200859,SCF,1,ng/ml,1035.661,687.146,687.146,6596.384,6733.62,7031.437,,
51089,MCF12A,200859,SCF,100,ng/ml,687.146,1726.166,1207.588,7369.761,7118.634,8059.129,,
50029,MCF7,200864,VEGF165,1,ng/ml,889.109,2380.024,2461.964,777.346,2457.745,248.778,,
50029,MCF7,200864,VEGF165,100,ng/ml,889.109,1506.882,2574.855,3666.097,1058.367,1733.656,,
50057,SK-BR-3,200864,VEGF165,1,ng/ml,7565.889,9998.515,8587.138,3930.347,2173.008,2173.008,,
50057,SK-BR-3,200864,VEGF165,100,ng/ml,8014.21,8998.404,9224.13,2173.008,2173.008,2173.008,,
50058,MDA-MB-231,200864,VEGF165,1,ng/ml,547.073,5400.045,2952.276,604.029,1619.684,31.585,,
50058,MDA-MB-231,200864,VEGF165,100,ng/ml,2042.3,2207.679,3828.357,2096.249,697.538,236.893,,
50091,AU565,200864,VEGF165,1,ng/ml,9054.032,11064.3,9599.919,12562.13,12969.634,8224.241,,
50091,AU565,200864,VEGF165,100,ng/ml,10821.822,10654.545,10048.294,15754.24,11667.741,9092.435,,
50105,BT-20,200864,VEGF165,1,ng/ml,7494.835,9742.939,8656.287,1364.533,1739.427,799.811,,
50105,BT-20,200864,VEGF165,100,ng/ml,8054.422,7758.368,8019.434,2161.192,1806.89,2301.438,,
50106,BT-474,200864,VEGF165,1,ng/ml,19960.173,21374.025,19562.989,9639.27,9739.795,7149.997,,
50106,BT-474,200864,VEGF165,100,ng/ml,21665.999,19873.704,18535.838,8594.768,7576.927,7702.086,,
50107,BT-483,200864,VEGF165,1,ng/ml,3019.805,3966.881,1586.395,1549.438,3882.976,281.972,,
50107,BT-483,200864,VEGF165,100,ng/ml,3722.712,4185.531,3647.684,2860.304,2157.989,469.88,,
50108,BT-549,200864,VEGF165,1,ng/ml,9647.404,11455.243,10660.064,3096.158,2497.878,2632.55,,
50108,BT-549,200864,VEGF165,100,ng/ml,10990.443,12247.683,11493.593,2566.048,2861.515,2593.204,,
50131,CAMA-1,200864,VEGF165,1,ng/ml,5183.567,5202.779,3598.062,106.525,165.287,70.213,,
50131,CAMA-1,200864,VEGF165,100,ng/ml,4727.832,5030.196,4660.956,3928.693,656.752,70.213,,
50206,HCC1395,200864,VEGF165,1,ng/ml,9358.079,11367.895,10541.032,2294.372,2294.372,2294.372,,
50206,HCC1395,200864,VEGF165,100,ng/ml,10238.246,10011.958,10069.619,2294.372,2294.372,2294.372,,
50207,HCC1419,200864,VEGF165,1,ng/ml,35673.898,32734.436,28671.417,26631.202,23451.206,20881.002,,
50207,HCC1419,200864,VEGF165,100,ng/ml,35747.631,30533.814,31864.748,27846.042,23995.155,24483.658,,
50208,HCC1428,200864,VEGF165,1,ng/ml,1040.119,1689.393,1960.344,581.489,103.861,103.861,,
50208,HCC1428,200864,VEGF165,100,ng/ml,1040.119,1999.91,2036.27,722.525,167.332,103.861,,
50210,HCC1569,200864,VEGF165,1,ng/ml,18501.086,20358.935,16026.199,5712.777,9602.947,3084.429,,
50210,HCC1569,200864,VEGF165,100,ng/ml,24113.869,23858.956,25208.937,15752.24,13185.02,10890.284,,
50211,HCC1806,200864,VEGF165,1,ng/ml,5133.945,7803.18,7279.653,5258.825,2649.338,3985.698,,
50211,HCC1806,200864,VEGF165,100,ng/ml,7855.045,9678.481,5517.583,4378.227,2649.338,2649.338,,
50212,HCC1937,200864,VEGF165,1,ng/ml,2151.261,3577.019,3311.246,1630.461,570.86,730.1,,
50212,HCC1937,200864,VEGF165,100,ng/ml,1679.667,4086.309,3007.956,563.133,561.929,1303.843,,
50213,HCC1954,200864,VEGF165,1,ng/ml,3085.202,5462.402,3608.331,8645.872,6278.943,6157.798,,
50213,HCC1954,200864,VEGF165,100,ng/ml,4083.004,5868.73,5910.019,7568.473,6983.135,6703.948,,
50214,HCC202,200864,VEGF165,1,ng/ml,76323.938,68130.842,54075.484,7415.612,5196.187,4235.621,,
50214,HCC202,200864,VEGF165,100,ng/ml,63578.329,56504.259,52857.029,6229.249,5077.433,5187.224,,
50216,HCC38,200864,VEGF165,1,ng/ml,1600.753,4177.726,4175.092,1359.238,2951.746,450.213,,
50216,HCC38,200864,VEGF165,100,ng/ml,3200.604,3942.569,3116.422,2629.878,2315.14,1055.692,,
50219,HCC70,200864,VEGF165,1,ng/ml,8756.912,9543.129,9365.669,389.868,970.256,389.868,,
50219,HCC70,200864,VEGF165,100,ng/ml,8608.826,9461.743,8529.859,727.643,389.868,389.868,,
50238,Hs 578T,200864,VEGF165,1,ng/ml,4574.057,5065.562,3424.218,7471.066,6078.67,5605.056,,
50238,Hs 578T,200864,VEGF165,100,ng/ml,5239.246,4871.683,4442.983,6998.568,6117.778,5160.658,,
50327,MDA-MB-134-VI,200864,VEGF165,1,ng/ml,842.221,1926.15,1883.804,2636.346,3984.237,1786.845,,
50327,MDA-MB-134-VI,200864,VEGF165,100,ng/ml,842.221,1763.006,1884.027,3102.659,3340.962,2682.367,,
50328,MDA-MB-157,200864,VEGF165,1,ng/ml,1069.932,2971.405,1708.078,1493.359,252.457,252.457,,
50328,MDA-MB-157,200864,VEGF165,100,ng/ml,1069.932,1069.932,1628.049,440.448,252.457,252.457,,
50329,MDA-MB-175-VII,200864,VEGF165,1,ng/ml,13954.949,16647.406,14457.216,25875.094,30858.811,26024.986,,
50329,MDA-MB-175-VII,200864,VEGF165,100,ng/ml,13905.071,15525.153,13769.069,29842.791,29270.706,24426.36,,
50331,MDA-MB-361,200864,VEGF165,1,ng/ml,1991.355,2508.18,1196.022,744.035,2576.016,166.17,,
50331,MDA-MB-361,200864,VEGF165,100,ng/ml,2374.037,2620.236,2019.242,1182.337,1833.907,640.694,,
50332,MDA-MB-415,200864,VEGF165,1,ng/ml,32976.558,38735.223,38421.972,3199.585,298.05,982.699,,
50332,MDA-MB-415,200864,VEGF165,100,ng/ml,41082.844,36144.488,35245.791,485.197,850.986,1018.803,,
50333,MDA-MB-436,200864,VEGF165,1,ng/ml,8891.989,12727.221,4982.748,8225.602,7359.911,2360.487,,
50333,MDA-MB-436,200864,VEGF165,100,ng/ml,11516.84,9127.546,10373.702,9961.801,5746.48,6386.371,,
50334,MDA-MB-453,200864,VEGF165,1,ng/ml,6002.347,6952.477,6194.307,3164.198,3195.079,2453.578,,
50334,MDA-MB-453,200864,VEGF165,100,ng/ml,6308.717,6898.394,6395.935,2396.728,2965.347,2409.866,,
50335,MDA-MB-468,200864,VEGF165,1,ng/ml,25139.889,25855.487,27970.002,4139.2,3608.949,4023.02,,
50335,MDA-MB-468,200864,VEGF165,100,ng/ml,25205.575,19953.867,24177.585,3598.136,2774.168,4324.683,,
50541,T47D,200864,VEGF165,1,ng/ml,6767.908,7542.231,6021.673,2542.269,5202.858,2216.599,,
50541,T47D,200864,VEGF165,100,ng/ml,7324.635,7565.187,7522.875,4288.648,3194.524,1717.985,,
50556,UACC-812,200864,VEGF165,1,ng/ml,5431.093,5713.013,4711.122,28059.179,26241.215,25580.695,,
50556,UACC-812,200864,VEGF165,100,ng/ml,8048.204,4733.707,4412.607,30726.716,25087.39,24701.065,,
50557,UACC-893,200864,VEGF165,1,ng/ml,22437.704,22870.866,31331.384,2073.098,2073.098,2073.098,,
50557,UACC-893,200864,VEGF165,100,ng/ml,21870.561,30906.027,14122.715,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200864,VEGF165,1,ng/ml,2177.568,3666.937,3843.768,2105.004,3365.623,806.504,,
50574,ZR-75-1,200864,VEGF165,100,ng/ml,3740.35,3843.04,3820.608,4450.327,4011.234,4260.408,,
50575,ZR-75-30,200864,VEGF165,1,ng/ml,4611.553,7548.908,6897.612,11993.3,15489.621,16456.933,,
50575,ZR-75-30,200864,VEGF165,100,ng/ml,4611.919,5629.516,7833.782,12739.007,12589.767,19348.463,,
50576,184B5,200864,VEGF165,1,ng/ml,5029.909,5205.805,6026.356,14088.366,8078.492,8377.629,,
50576,184B5,200864,VEGF165,100,ng/ml,5570.574,5217.271,6277.499,11228.427,6600.934,8582.555,,
50578,HCC1187,200864,VEGF165,1,ng/ml,13359.613,15414.87,15304.964,248.314,248.314,248.314,,
50578,HCC1187,200864,VEGF165,100,ng/ml,13723.151,14712.876,13851.376,248.314,248.314,248.314,,
50579,HCC1500,200864,VEGF165,1,ng/ml,1898.621,3813.053,2724.223,3077.164,3077.164,3077.164,,
50579,HCC1500,200864,VEGF165,100,ng/ml,3435.329,3646.902,3897.963,3077.164,3077.164,3077.164,,
50583,MCF 10A,200864,VEGF165,1,ng/ml,1552.364,2972.492,2534.897,3899.668,1747.299,1398.3,,
50583,MCF 10A,200864,VEGF165,100,ng/ml,2862.417,6925.799,3111.759,3804.97,11062.224,1849.621,,
50584,MCF 10F,200864,VEGF165,1,ng/ml,2171.22,2506.221,1748.05,1715.224,2087.422,407.425,,
50584,MCF 10F,200864,VEGF165,100,ng/ml,2515.317,2971.461,4005.097,3657.223,2185.719,818.074,,
51089,MCF12A,200864,VEGF165,1,ng/ml,1257.843,3392.76,2117.384,13031.729,7095.579,6324.005,,
51089,MCF12A,200864,VEGF165,100,ng/ml,2651.813,3484.69,2400.542,8485.231,6694.787,7116.123,,
50029,MCF7,,,0,ng/ml,,,,,,,1295.341,248.778
50057,SK-BR-3,,,0,ng/ml,,,,,,,9605.777,2432.283
50058,MDA-MB-231,,,0,ng/ml,,,,,,,1220.421,282.552
50091,AU565,,,0,ng/ml,,,,,,,9270.273,9577.907
50105,BT-20,,,0,ng/ml,,,,,,,7807.673,417.908
50106,BT-474,,,0,ng/ml,,,,,,,20964.655,7930.532
50107,BT-483,,,0,ng/ml,,,,,,,3073.634,340.581
50108,BT-549,,,0,ng/ml,,,,,,,9861.33,2391.276
50131,CAMA-1,,,0,ng/ml,,,,,,,5669.051,76.846
50206,HCC1395,,,0,ng/ml,,,,,,,10245.038,2294.372
50207,HCC1419,,,0,ng/ml,,,,,,,27133.972,22895.179
50208,HCC1428,,,0,ng/ml,,,,,,,1040.119,130.298
50210,HCC1569,,,0,ng/ml,,,,,,,23615.398,5170.831
50211,HCC1806,,,0,ng/ml,,,,,,,8078.734,6227.606
50212,HCC1937,,,0,ng/ml,,,,,,,2244.116,425.387
50213,HCC1954,,,0,ng/ml,,,,,,,3110.726,6504.755
50214,HCC202,,,0,ng/ml,,,,,,,53701.467,3469.527
50216,HCC38,,,0,ng/ml,,,,,,,3216.896,698.156
50219,HCC70,,,0,ng/ml,,,,,,,9795.784,507.387
50238,Hs 578T,,,0,ng/ml,,,,,,,3781.622,4345.248
50327,MDA-MB-134-VI,,,0,ng/ml,,,,,,,842.221,1448.51
50328,MDA-MB-157,,,0,ng/ml,,,,,,,1069.932,252.457
50329,MDA-MB-175-VII,,,0,ng/ml,,,,,,,12647.855,23381.482
50331,MDA-MB-361,,,0,ng/ml,,,,,,,1843.575,250.352
50332,MDA-MB-415,,,0,ng/ml,,,,,,,24780.396,79.852
50333,MDA-MB-436,,,0,ng/ml,,,,,,,3886.369,2360.487
50334,MDA-MB-453,,,0,ng/ml,,,,,,,6305.092,2040.425
50335,MDA-MB-468,,,0,ng/ml,,,,,,,21285.463,3532.372
50541,T47D,,,0,ng/ml,,,,,,,5832.767,976.046
50556,UACC-812,,,0,ng/ml,,,,,,,3860.47,25922.134
50557,UACC-893,,,0,ng/ml,,,,,,,30574.213,2073.098
50574,ZR-75-1,,,0,ng/ml,,,,,,,4070.293,958.256
50575,ZR-75-30,,,0,ng/ml,,,,,,,7103.923,16872.808
50576,184B5,,,0,ng/ml,,,,,,,5328.655,7898.957
50578,HCC1187,,,0,ng/ml,,,,,,,13956.609,248.314
50579,HCC1500,,,0,ng/ml,,,,,,,1970.602,3077.164
50583,MCF 10A,,,0,ng/ml,,,,,,,3403.988,2233.65
50584,MCF 10F,,,0,ng/ml,,,,,,,1983.271,407.425
51089,MCF12A,,,0,ng/ml,,,,,,,1970.615,6473.031
